car_id,price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
iI6jkQOa5IroRwxDzrCfYqcr,2600000,Petrol,Automatic,Toyota,Camry,2007,Green,Nigerian Used,167063.0,2400.0,Registered,Registered,,,,,,,LAGOS
8g17nDVLdLIYEnpbO5URgoo,13520000,Petrol,Automatic,Land Rover,Range Rover Sport,2011,White,Foreign Used,189736.0,4700.0,Imported,Imported,SUV,Supercharged 4x4 (5.0L 8cyl 6A),All Wheel,5.0,8.0,510.0,
qiE0EbuywxrTv1f5lh5YbD2j,2100000,Petrol,Automatic,Toyota,Corolla,2004,Silver,Nigerian Used,252570.0,1800.0,Registered,Registered,,,,,,,
zhf565LKm1YASqszQGqOCDou,5200000,Petrol,Automatic,Hyundai,Veracruz,2008,Gold,Foreign Used,278583.0,3800.0,Imported,Imported,SUV,Limited,All Wheel,7.0,6.0,265.0,
wa6RvFgXuNeCfP7msxMD74GT,5250000,Petrol,Automatic,Toyota,Venza,2009,Red,Nigerian Used,168476.0,2700.0,Registered,Registered,SUV,,,,,,LAGOS
jZw6aAU9md8orUOGNCOtfYmU,29750000,Petrol,Automatic,Mercedes-Benz,GLS-Class,2018,Black,Nigerian Used,43542.0,3000.0,Registered,Imported,SUV,,,,,,ABUJA
hyEAUCsWBpce9gv876jTnodw,3150000,Petrol,Automatic,Honda,Odyssey,2007,Black,Foreign Used,86103.0,3500.0,Imported,Imported,Minivan,2.4 Absolute 4WD,All Wheel,7.0,4.0,190.0,
5nnVNzaX35ytXa7SglMd0aaa,6760000,Petrol,Automatic,Lexus,RX,2005,Silver,Foreign Used,216001.0,,Imported,Imported,SUV,,,,,,
ySOHPmZzVLSwyPiQP2VLWs6C,10500000,Petrol,Automatic,Mercedes-Benz,M Class,2012,Brown,Nigerian Used,165235.0,3500.0,Registered,Imported,SUV,,,,,,
d5xxUha7ZG0eHryhH5ZabCNH,6825000,Petrol,Automatic,Ford,Explorer,2012,Black,Foreign Used,287040.0,3500.0,Imported,Imported,SUV,Base 4dr 4x4 (3.5L 6cyl 6A),4x4,,6.0,290.0,
92ZZT0Nq6XEIWuNitgng0rVu,10400000,Petrol,Automatic,Mercedes-Benz,M Class,2012,White,Nigerian Used,110670.0,3500.0,Registered,Imported,SUV,,,,,,Lagos
d5yp4AYIZ1uk15TIEVERs3Cz,4680000,Petrol,Automatic,Toyota,Camry,2012,Red,Nigerian Used,209238.0,2500.0,Registered,Registered,,,,,,,Delta
CkBL3QDBNkGyHm6kyDhddKzg,50400000,Petrol,Automatic,Toyota,Land Cruiser,2018,Black,Nigerian Used,49828.0,4000.0,Registered,Imported,SUV,4.5 V8 TD,4x4,8.0,8.0,249.0,Lagos
1KlSf55BlaWRy9qXmVjQxgM9,3744000,Petrol,Automatic,Toyota,Camry,2005,Red,Foreign Used,211412.0,2400.0,Imported,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,160.0,
iFxIpRMIfLFVoBbEvf5Ksq68,14175000,Petrol,Automatic,Mercedes-Benz,E300,2014,Black,Foreign Used,141667.0,3500.0,Imported,Imported,,,,,,,
aoi7aIC691jwdr8vPt4oV3lR,4200000,Petrol,Automatic,Mazda,6,2006,Blue,Foreign Used,79987.0,2300.0,Imported,Imported,Sedan,1.8 Comfort,Front Wheel,5.0,4.0,121.0,
BcmXTA41Pt9ozrjErqIKQYTS,5420000,Petrol,Automatic,Ford,Explorer,2013,Black,Nigerian Used,101440.0,3500.0,Registered,Registered,SUV,,,,,,
18YRiSoLTD7KSxlxfDjEzZyn,3120000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,289735.0,1800.0,Registered,Registered,,,,,,,
wWwPskbpwQoef0zdx85vNUQb,3120000,Petrol,Automatic,Honda,Accord,2011,Black,Nigerian Used,110808.0,2400.0,Registered,Registered,,,,,,,KADUNA
2CNxCPWmLXx3b9kv4qXMgkma,2625000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,139998.0,2400.0,Registered,Registered,,,,,,,
ypQbaIiG4cTmrRxVzGqm7pGf,3432000,Petrol,Automatic,Toyota,Camry,2010,Green,Nigerian Used,134448.0,2500.0,Registered,Registered,Sedan,LE 4dr Sedan (2.5L 4cyl 6AM),Front,5.0,4.0,169.0,
de1FfJ4MpTfvkB1nCwVvIwCq,8528000,Petrol,Automatic,Toyota,Corolla,2017,Beige,Foreign Used,51813.0,2400.0,Imported,Imported,Sedan,L 4dr Sedan (1.8L 4cyl CVT),Front,5.0,4.0,132.0,
nCquufkCiC2kdfWKtmtPIWAM,4200000,Petrol,Automatic,Toyota,Camry,2011,Black,Foreign Used,136812.0,2500.0,Imported,Imported,,,,,,,
fzV5LRcI3ipo719ma8Lu4NDk,6510000,Petrol,Automatic,Toyota,RAV4,2013,Black,Nigerian Used,168887.0,2500.0,Registered,Registered,SUV,Limited AWD (2.5L 4cyl 6A),All Wheel,5.0,4.0,,LAGOS
uKUfeuTjXEBhX6s7w0ny7x2p,4200000,Petrol,Automatic,Toyota,Camry,2011,Gold,Foreign Used,319643.0,2500.0,Imported,Imported,,,,,,,
BzIW99CIjLLCdIhgCt5HULB8,3465000,Petrol,Automatic,Toyota,Tacoma,2002,Black,Nigerian Used,191319.0,3400.0,Registered,Registered,,,,,,,LAGOS
tPcBvaTDVurW70yYlPTPxnK2,4836000,Petrol,Automatic,Toyota,Corolla,2010,Red,Foreign Used,131077.0,1800.0,Imported,Imported,,S 4dr Sedan (1.8L 4cyl 4A),Front,5.0,4.0,132.0,
tBxzdcFgnHftFNaQQQFwLv9m,5408000,Petrol,Automatic,Mercedes-Benz,E350,2010,Blue,Nigerian Used,159287.0,3500.0,Registered,Imported,Sedan,Base 4Matic Sedan AWD (3.5L 6cyl 7A),All Wheel,5.0,6.0,268.0,LAGOS
5cfPR2F0jfCIKqTm67xUDNOY,3952000,Petrol,Automatic,Pontiac,Vibe,2003,Gray,Foreign Used,222230.0,1800.0,Imported,Imported,,,,,,,
lluD6TQedOrEfQ3h4SbeP71a,11960000,Petrol,Automatic,Mercedes-Benz,GLK-Class,2013,Silver,Foreign Used,140939.0,3500.0,Imported,Imported,SUV,,,,,,
A4YjWpVggpUk30TX7GujiM8q,2912000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,81694.0,2400.0,Registered,Imported,,,,,,,LAGOS
oM9u8iP6oo4xBR8jOz1Vm7W2,3150000,Petrol,Automatic,Infiniti,EX,2008,Gold,Nigerian Used,,3500.0,Registered,Registered,SUV,,,,,,
9PpWP2iNTjqeykDGD0alXBXL,2912000,Petrol,Automatic,Toyota,Camry,2009,Green,Nigerian Used,378070.0,2400.0,Registered,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,158.0,KOGI
A3Zs9swMuqgRNLrzuDlRvqKI,5408000,Petrol,Automatic,Toyota,Highlander,2008,Silver,Nigerian Used,96463.0,3500.0,Registered,Registered,SUV,Sport,All Wheel,7.0,6.0,274.0,
iyQ3WPQYyyfSooraDSBkdhKR,3068000,Petrol,Automatic,Toyota,Corolla,2009,Gray,Nigerian Used,201662.0,1800.0,Registered,Imported,,,,,,,LAGOS
x6JUUkDSyNqUW8PqmufCtlxf,3640000,Petrol,Automatic,Toyota,Matrix,2006,Gray,Nigerian Used,177372.0,1800.0,Registered,Imported,,,,,,,
nvfgZzZBwvYg6mFuCf7hJ2gr,2080000,Petrol,Automatic,Toyota,Camry,2002,Silver,Nigerian Used,153322.0,2400.0,Registered,Registered,,,,,,,Lagos
uv1wW35iYlGtTxBD3St9xmbr,3328000,Petrol,Automatic,Toyota,Corolla,2003,Black,Foreign Used,233430.0,1800.0,Imported,Imported,,Sedan Automatic,Front,5.0,4.0,90.0,
19eYOc08JPC7hlsbaoBbHYsl,18800000,Petrol,Automatic,Toyota,Land Cruiser Prado,2013,Black,Nigerian Used,121662.0,4000.0,Registered,Registered,SUV,,,,,,
mfkbr4eIQD82fCxxXVkk0pzj,2100000,Petrol,Manual,Seat,Alhambra,2002,Silver,Nigerian Used,269775.0,,Registered,Imported,,,,,,,lagos
nnKLMwfHVoqJ4bZneZ9xdmgX,4095000,Petrol,Automatic,Kia,Borrego,2009,Brown,Nigerian Used,232589.0,3800.0,Registered,Registered,,,,,,,Lagos
CvvSH2U1Qf49lwDYfA5Js2ZC,3780000,Petrol,Automatic,Toyota,Camry,2008,Gray,Foreign Used,124369.0,2400.0,Imported,Imported,,,,,,,
be5KofcPOXXqnN9T7Q52t5lQ,14175000,Petrol,Automatic,Ford,F-150,2014,Black,Nigerian Used,97096.0,5000.0,Registered,Imported,,,,,,,
mh7pfwnL06K07KJ6rfNbi7cC,3640000,Petrol,Automatic,Lexus,ES,2007,Blue,Nigerian Used,328261.0,3500.0,Registered,Registered,Sedan,350,Front Wheel,5.0,6.0,272.0,Lagos
xDzIQ4IGdsZS70yxe00CVRuU,2912000,Petrol,Automatic,Lexus,ES,2005,Black,Nigerian Used,366620.0,3500.0,Registered,Registered,,,,,,,LAGOS
cSg9GGEyptNxvw95IEhoaHoC,19950000,Petrol,Automatic,Mercedes-Benz,GLE-Class,2017,Red,Nigerian Used,43285.0,3500.0,Registered,Registered,SUV,,,,,,Abuja
5LI2z3aXpCTndAWdoV9VPDOk,3140000,Petrol,Automatic,Toyota,Camry,2009,White,Nigerian Used,276368.0,2400.0,Registered,Registered,,,,,,,LAGOS
rDBKifUPO4BvhyFmkLr0iQ2Q,3640000,Petrol,Automatic,Toyota,Corolla,2006,Black,Foreign Used,482800.0,1800.0,Imported,Imported,Sedan,1.4 D-4D,Front,5.0,4.0,90.0,
gfUxYkR1L5Q0yNk153pTAWL,3120000,Petrol,Automatic,Toyota,Camry,2009,Black,Nigerian Used,174696.0,3500.0,Registered,Registered,,,,,,,
tE53mbxDKqJk88Obw5tyFgMV,3120000,Petrol,Automatic,Toyota,Camry,2003,Silver,Foreign Used,89281.0,3000.0,Imported,Imported,,,,,,,
mkzj13PL5JY1TDg886eNv1wt,3640000,Petrol,Automatic,Hyundai,Sonata,2009,Gray,Foreign Used,269015.0,1800.0,Imported,Imported,Sedan,2.0 CRDi Automatic,Front Wheel,5.0,4.0,140.0,
942mFmia4GUfIGoLo2SEshYW,4462500,Petrol,Automatic,Lexus,ES,2007,Black,Foreign Used,184826.0,3500.0,Imported,Imported,Sedan,350,Front Wheel,5.0,6.0,272.0,
3fWLQ6cmiDt9ZUieZSzntlXK,5256000,Petrol,Automatic,Toyota,Venza,2012,Gray,Nigerian Used,151216.0,2700.0,Registered,Imported,SUV,,,,,,LAGOS
BvnRQWX7p6nNIcIVg9BhNLxM,2874000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,185741.0,1800.0,Registered,Imported,,,,,,,LAGOS
9QxcTYYtazNSILGRBhPTydf1,13650000,Petrol,Automatic,Nissan,Rogue,2019,Black,Foreign Used,37658.0,2500.0,Imported,Imported,SUV,,,,,,
7ueKzIsyEjEgJ79TbGMxnyIJ,2912000,Petrol,Automatic,Toyota,Sienna,2005,Gold,Nigerian Used,474615.0,3300.0,Registered,Registered,Van,,,,,,LAGOS
eMY5uUOmIVAZcmNMnhgLw2KR,4680000,Petrol,Automatic,Hyundai,Ix35,2012,Green,Nigerian Used,121011.0,2000.0,Registered,Registered,SUV,,,,,,
tRVfAZpo8MVeJb1CpTn1oWgi,4160000,Petrol,Automatic,Honda,Pilot,2011,Silver,Nigerian Used,171355.0,3000.0,Registered,Imported,SUV,EX 4dr SUV 4WD (3.5L 6cyl 5A),All Wheel,8.0,6.0,253.0,LAGOS
3RMg9GzmxTVJPAGoqkj3nVAi,3570000,Petrol,Automatic,Lexus,ES,2007,White,Nigerian Used,242588.0,3500.0,Registered,Imported,Sedan,350,Front Wheel,5.0,6.0,272.0,LAGOS
fNtdXViN6bDPOVqcStd2l8v6,6240000,Petrol,Automatic,Toyota,Highlander,2010,Gray,Nigerian Used,115494.0,350000.0,Registered,Registered,SUV,,,,,,Abuja
eYxbsRGUXRMdz81SM7915rEV,4368000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,8761.0,2500.0,Registered,Imported,,,,,,,LAGOS
z0AmcVxtvwHZbZHS9Jvbc72f,5200000,Petrol,Automatic,Acura,MDX,2007,Silver,Foreign Used,97888.0,3500.0,Imported,Imported,SUV,,,,,,
yFLEhK5aQzBotlT9xpNWyW66,4160000,Petrol,Automatic,Lexus,GS,2006,Burgandy,Nigerian Used,27918.0,2500.0,Registered,Imported,,,,,,,
mfk13gzCLtjgFKf89WSjWXN2,3885000,Petrol,Automatic,Toyota,Camry,2007,Silver,Foreign Used,126826.0,2400.0,Imported,Imported,,,,,,,
be5KofcPOXXqnN9T7Q52t5lQ,14175000,Petrol,Automatic,Ford,F-150,2014,Black,Nigerian Used,97096.0,5000.0,Registered,Imported,,,,,,,
k9XCobYNk0JIJu4JnF5Y7GvC,6240000,Petrol,Automatic,Toyota,Camry,2014,Black,Nigerian Used,69935.0,2400.0,Registered,Registered,,,,,,,Lagos
1KlSf55BlaWRy9qXmVjQxgM9,3744000,Petrol,Automatic,Toyota,Camry,2005,Red,Foreign Used,211412.0,2400.0,Imported,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,160.0,
B8q2F1DnJsgB2Tq9K5gv2MT,3120000,Petrol,Automatic,Ford,Edge,2007,Brown,Nigerian Used,299898.0,3500.0,Registered,Imported,SUV,,,,,,ABUJA
sgxrsSduLVFVYcYCDgnSsjXR,6760000,Petrol,Automatic,Toyota,Camry,2016,Black,Nigerian Used,129042.0,2500.0,Registered,Imported,,,,,,,Lagos
z7hKgSyYsJHBoihS5DsdCTsL,3340000,Petrol,Automatic,Toyota,Corolla,2005,Silver,Foreign Used,110256.0,1800.0,Imported,Imported,,,,,,,
b6NgaqnaVU8jaAvyJF3rVQGL,4784000,Petrol,Automatic,Lexus,IS,2009,Silver,Foreign Used,151423.0,250000.0,Imported,Imported,,,,,,,
A4YjWpVggpUk30TX7GujiM8q,2912000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,81694.0,2400.0,Registered,Imported,,,,,,,LAGOS
reFNpuP4jvtWs4ydI3AaKPPE,3350000,Petrol,Automatic,Toyota,Corolla,2005,Green,Foreign Used,388187.0,1800.0,Imported,Imported,,,,,,,
6q0BJF57oXGTuzBm5QriA5na,5640000,Petrol,Automatic,Toyota,Highlander,2008,Silver,Nigerian Used,159586.0,3500.0,Registered,Imported,,,,,,,LAGOS
tPxmKheiEKr6mjwRPdPIrZsm,2496000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,24225.0,3500.0,Registered,Imported,Sedan,3.5 EX-L Automatic,Front Wheel,5.0,6.0,272.0,Lagos
rXDk7MaKR79Yi2MYzKWaKIGE,7800000,Petrol,Automatic,Mercedes-Benz,C300,2011,Black,Foreign Used,189475.0,3000.0,Imported,Imported,,,,,,,
5fHjcvgxlThsoWsXJokXLVd9,4200000,Petrol,Automatic,Hyundai,Elantra,2015,Black,Nigerian Used,67343.0,1600.0,Registered,Brand new,,,,,,,Lagos
arh8gkV7GRkZbIwTFm88cPGE,8008000,Petrol,Manual,Toyota,Hilux,2007,White,Nigerian Used,183091.0,2700.0,Registered,Registered,,,,,,,ABUJA
ldXofu7V7SxvdLBKffuOtDIb,3432000,Petrol,Automatic,Toyota,Corolla,2009,Silver,Nigerian Used,170080.0,1800.0,Registered,Imported,Sedan,LE 4dr Sedan (1.8L 4 cyl 4A),Front,,4.0,132.0,
hmqZM8JVe5JTQ9eE0hz2UqEu,2600000,Petrol,Automatic,Toyota,Camry,2003,Gold,Nigerian Used,232208.0,2400.0,Registered,Registered,,,,,,,
B8q2F1DnJsgB2Tq9K5gv2MT,3120000,Petrol,Automatic,Ford,Edge,2007,Brown,Nigerian Used,299898.0,3500.0,Registered,Imported,SUV,,,,,,ABUJA
3InXzubAItbpUFnJ5nvWDEJT,3744000,Petrol,Automatic,Pontiac,Vibe,2007,Black,Foreign Used,198012.0,2800.0,Imported,Imported,,,,,,,
zkEyqk23XzIaJah0fTyKtjEp,3536000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,103028.0,2000.0,Registered,Imported,Sedan,LE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,169.0,
xxSOk0WWbCuZdpjyoH4Jxbi4,4680000,Petrol,Automatic,Toyota,Camry,2007,Blue,Foreign Used,154155.0,3000.0,Imported,Imported,,,,,,,
r9JtZZUz3XPRHkwrFjp9bL9d,3120000,Petrol,Automatic,Hyundai,Santa Fe,2007,Blue,Nigerian Used,159676.0,2700.0,Registered,Imported,SUV,2.7 V6 4WD,All Wheel,5.0,6.0,189.0,lagos
hN952atd5kRWc95FqBQMObLw,3328000,Petrol,Automatic,Toyota,Camry,2007,White,Nigerian Used,218973.0,,Registered,Imported,,,,,,,LAGOS
aTWaZehSoVIt9kI0YS9dfN8c,2808000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,,1800.0,Registered,Brand new,,,,,,,
lhxpiNFUKdskQvvWNu0yhIEd,8975000,Petrol,Automatic,Kia,Cadenza,2013,Silver,Nigerian Used,19148.0,3500.0,Registered,Brand new,,,,,,,
5hjIQ6cgfnV5UNyyJpGXUUW9,4368000,Petrol,Automatic,Toyota,Sienna,2008,Blue,Foreign Used,163224.0,3500.0,Imported,Imported,SUV,,,,,,
n7r4Rr9AYuL21HxhKAupZbVs,3675000,Petrol,Automatic,Honda,Odyssey,2001,Green,Foreign Used,287518.0,3500.0,Imported,Imported,,,,,,,
icS7jOrEZ6iQaoVt7hDqaoNc,4472000,Petrol,Automatic,Toyota,Camry,2007,Black,Foreign Used,250786.0,2400.0,Imported,Imported,,,,,,,
BWKTT8CLKSq9MBAoHCAnu3XB,3848000,Petrol,Automatic,Mercedes-Benz,M Class,2006,Gray,Nigerian Used,132731.0,3500.0,Registered,Imported,SUV,,,,,,
3InXzubAItbpUFnJ5nvWDEJT,3744000,Petrol,Automatic,Pontiac,Vibe,2007,Black,Foreign Used,198012.0,2800.0,Imported,Imported,,,,,,,
uKUfeuTjXEBhX6s7w0ny7x2p,4200000,Petrol,Automatic,Toyota,Camry,2011,Gold,Foreign Used,319643.0,2500.0,Imported,Imported,,,,,,,
xBs6Wf0791oFK3QMy3ZNsI5q,13250000,Petrol,Automatic,Dodge,Durango,2014,White,Foreign Used,237467.0,3500.0,Imported,Imported,SUV,,,,,,
nmLLZVa3ie5bWQFpnqGycyU,5200000,Petrol,Automatic,Acura,MDX,2008,White,Foreign Used,334683.0,3700.0,Imported,Imported,SUV,,,,,,
CvvSH2U1Qf49lwDYfA5Js2ZC,3780000,Petrol,Automatic,Toyota,Camry,2008,Gray,Foreign Used,124369.0,2400.0,Imported,Imported,,,,,,,
zkEyqk23XzIaJah0fTyKtjEp,3536000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,103028.0,2000.0,Registered,Imported,Sedan,LE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,169.0,
d5xxUha7ZG0eHryhH5ZabCNH,6825000,Petrol,Automatic,Ford,Explorer,2012,Black,Foreign Used,287040.0,3500.0,Imported,Imported,SUV,Base 4dr 4x4 (3.5L 6cyl 6A),4x4,,6.0,290.0,
BcmXTA41Pt9ozrjErqIKQYTS,5420000,Petrol,Automatic,Ford,Explorer,2013,Black,Nigerian Used,101440.0,3500.0,Registered,Registered,SUV,,,,,,
rmUwF3B6zfrdvd8sHXv2MxLp,7488000,Petrol,Automatic,Ford,Edge,2013,White,Foreign Used,278258.0,3500.0,Imported,Imported,SUV,Limited 4dr AWD (3.5L 6cyl 6A),All Wheel,5.0,6.0,285.0,
gcpd4PLWvYvL0gSXE4b4Cipm,4620000,Petrol,Automatic,Kia,Sedona,2008,Gold,Foreign Used,335447.0,3800.0,Imported,Imported,,,,,,,
xcbQUvHEyOYpQ6qntIG9wMew,3432000,Petrol,Automatic,Pontiac,Vibe,2006,Gray,Foreign Used,283068.0,1800.0,Imported,Imported,,,,,,,
iUQkmTmmSRc4kToO0DTDmSN7,3640000,Petrol,Automatic,Lexus,ES,2008,Black,Nigerian Used,187936.0,350000.0,Registered,Registered,,,,,,,Abuja
nn4e5ncJtj89nEPDDrXuaHMX,3236000,Petrol,Automatic,Toyota,Camry,2005,Silver,Foreign Used,92855.0,3000.0,Imported,Imported,,,,,,,
A41l7S7PAo0EFtXhNBFK45KD,2835000,Petrol,Automatic,Toyota,RAV4,2006,Silver,Nigerian Used,159641.0,2000.0,Registered,Registered,SUV,,,,,,
hN952atd5kRWc95FqBQMObLw,3328000,Petrol,Automatic,Toyota,Camry,2007,White,Nigerian Used,218973.0,,Registered,Imported,,,,,,,LAGOS
69iYYjbU6Wl9i2vZokq08OU1,3744000,Petrol,Automatic,Hyundai,Elantra,2007,Gray,Foreign Used,338986.0,2000.0,Imported,Imported,,,,,,,
fyHXKLMq8hlLkTB9dYq4wIdf,3328000,Petrol,Automatic,Toyota,Camry,2011,Red,Nigerian Used,121731.0,2500.0,Registered,Registered,,,,,,,
gfUxYkR1L5Q0yNk153pTAWL,3120000,Petrol,Automatic,Toyota,Camry,2009,Black,Nigerian Used,174696.0,3500.0,Registered,Registered,,,,,,,
pNGAWJWbc7PTk5BnaRkglnbu,2704000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,188662.0,2400.0,Registered,Imported,Sedan,2.3,Front,5.0,,158.0,LAGOS
nCquufkCiC2kdfWKtmtPIWAM,4200000,Petrol,Automatic,Toyota,Camry,2011,Black,Foreign Used,136812.0,2500.0,Imported,Imported,,,,,,,
tE53mbxDKqJk88Obw5tyFgMV,3120000,Petrol,Automatic,Toyota,Camry,2003,Silver,Foreign Used,89281.0,3000.0,Imported,Imported,,,,,,,
yR9thV2JmhDj30l28ZfZbMyH,2392000,Petrol,Automatic,Toyota,Camry,2004,Silver,Nigerian Used,134264.0,2400.0,Registered,Registered,,,,,,,FCT
Okp2bu7jX389fTnTmrnNwIw,3650000,Petrol,Automatic,Lexus,ES,2007,Black,Nigerian Used,106638.0,350000.0,Registered,Registered,,,,,,,LAGOS
eLn1gTRbnngLezwQLfvHSsfP,4410000,Petrol,Automatic,Toyota,Matrix,2010,Silver,Foreign Used,125256.0,1800.0,Imported,Imported,SUV,,,,,,
wa6RvFgXuNeCfP7msxMD74GT,5250000,Petrol,Automatic,Toyota,Venza,2009,Red,Nigerian Used,168476.0,2700.0,Registered,Registered,SUV,,,,,,LAGOS
7ot0xNSF0LxCway6TY0GPkBg,3952000,Petrol,Automatic,Toyota,Camry,2007,Green,Nigerian Used,108567.0,2400.0,Registered,Registered,,,,,,,
ldXofu7V7SxvdLBKffuOtDIb,3432000,Petrol,Automatic,Toyota,Corolla,2009,Silver,Nigerian Used,170080.0,1800.0,Registered,Imported,Sedan,LE 4dr Sedan (1.8L 4 cyl 4A),Front,,4.0,132.0,
avsVDioQjH2uLPQNgivcJBdu,4888000,Hybrid,Automatic,Toyota,Camry,2007,Gold,Foreign Used,297281.0,2400.0,Imported,Imported,,,,,,,
p2k4v2g8cOPElPqNdbtX8UlN,3570000,Petrol,Automatic,Toyota,Camry,2009,Blue,Foreign Used,185080.0,2400.0,Imported,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,158.0,
nvfgZzZBwvYg6mFuCf7hJ2gr,2080000,Petrol,Automatic,Toyota,Camry,2002,Silver,Nigerian Used,153322.0,2400.0,Registered,Registered,,,,,,,Lagos
iTpMLGl5CmskanjiyYkudqX6,4680000,Petrol,Automatic,Kia,Cerato,2015,Black,Nigerian Used,101957.0,1800.0,Registered,Brand new,,,,,,,
8J1UOs7lHzB3PmW4OL6cy9U0,9700000,Petrol,Automatic,Toyota,Highlander,2012,Black,Nigerian Used,94064.0,3500.0,Registered,Registered,SUV,,,,,,Lagos
xBs6Wf0791oFK3QMy3ZNsI5q,13250000,Petrol,Automatic,Dodge,Durango,2014,White,Foreign Used,237467.0,3500.0,Imported,Imported,SUV,,,,,,
8nTx6cqM0RcvoCjnNBiscnyi,11550000,Petrol,Automatic,BMW,523i,2013,Brown,Foreign Used,134639.0,2000.0,Imported,Imported,,,,,,,
1GJUtVUc2u00I4E92fpvwJnh,5720000,Petrol,Automatic,Toyota,Sienna,2010,Red,Foreign Used,92865.0,3500.0,Imported,Imported,Van,,,,,,
6q0BJF57oXGTuzBm5QriA5na,5640000,Petrol,Automatic,Toyota,Highlander,2008,Silver,Nigerian Used,159586.0,3500.0,Registered,Imported,,,,,,,LAGOS
fUG7dpn0HECqThjtwuL3PYZ2,5250000,Petrol,Automatic,Mercedes-Benz,C300,2009,White,Foreign Used,129051.0,3000.0,Imported,Imported,Sedan,Luxury Sedan AWD (3.0L 6cyl 7A),All Wheel,5.0,6.0,228.0,
b5z5Dvs0IcZhGj5bGrc5rduy,3016000,Petrol,Automatic,Toyota,Camry,2009,Silver,Nigerian Used,159664.0,2400.0,Registered,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,158.0,LAGOS
crgjYeTWOmr2LDcWzZ4cnfY7,3952000,Petrol,Automatic,Acura,MDX,2007,Black,Nigerian Used,203784.0,3700.0,Registered,Registered,SUV,,,,,,
kLMzeomCJFGAXGz5E0gMAIzR,4935000,Petrol,Automatic,Lexus,RX 300,2002,Gold,Foreign Used,160113.0,3000.0,Imported,Imported,SUV,,,,,,
3NMf1wynGtz67etWU0jRplrL,2835000,Petrol,Automatic,Swipe Key Cards,E320,2001,Black,Foreign Used,314091.0,3200.0,Imported,Imported,Saloon,,,,,,
JErxrZ0btSdiwlC4f2nGBNh,10185000,Petrol,Automatic,Mercedes-Benz,E550,2011,Brown,Foreign Used,210242.0,3500.0,Imported,Imported,,,,,,,
zvKnYWAMJpTpoj67rdncZjM0,4680000,Petrol,Automatic,Lexus,IS,2009,Gray,Nigerian Used,150326.0,2500.0,Registered,Imported,Sedan,250 4WD,All Wheel,5.0,6.0,207.0,
szrb3cYq4PtpgE3SzspMkalo,4200000,Petrol,Automatic,Hyundai,Elantra,2015,Silver,Nigerian Used,51299.0,1600.0,Registered,Brand new,,,,,,,LAGOS
b6NgaqnaVU8jaAvyJF3rVQGL,4784000,Petrol,Automatic,Lexus,IS,2009,Silver,Foreign Used,151423.0,250000.0,Imported,Imported,,,,,,,
vX29KZpuM6RJj40mAf260k0G,6968000,Petrol,Automatic,Toyota,Venza,2011,Black,Nigerian Used,186180.0,3500.0,Registered,Imported,SUV,,,,,,
meIGIoGOXlVNIDOhM91KXM0o,2300000,Petrol,Automatic,Toyota,Corolla,2005,Silver,Nigerian Used,482800.0,1800.0,Registered,Imported,,,,,,,LAGOS
B7vmyqscZ5uvpdC9639J7eKV,3360000,Petrol,Automatic,Nissan,Altima,2013,Black,Foreign Used,285974.0,2500.0,Imported,Imported,Coupe,Coupe 2.5 S,Front Wheel,5.0,4.0,175.0,
r9JtZZUz3XPRHkwrFjp9bL9d,3120000,Petrol,Automatic,Hyundai,Santa Fe,2007,Blue,Nigerian Used,159676.0,2700.0,Registered,Imported,SUV,2.7 V6 4WD,All Wheel,5.0,6.0,189.0,lagos
uv1wW35iYlGtTxBD3St9xmbr,3328000,Petrol,Automatic,Toyota,Corolla,2003,Black,Foreign Used,233430.0,1800.0,Imported,Imported,,Sedan Automatic,Front,5.0,4.0,90.0,
